"","worker_id","one","two","three"
"1","A10HEV2856GIQL",NA,NA,NA
"2","A10TT0QTE6FNQQ",NA,NA,NA
"3","A10XK0DWEXO5BY",0.470588235294118,NA,NA
"4","A1131ZL7O5GM6R",1,NA,NA
"5","A11QDNT3W7DT7K",0.823529411764706,0.705882352941177,NA
"6","A128ibd72ucel3",0.823529411764706,0.882352941176471,1
"7","A12JFHCJC680PV",0.411764705882353,0.0588235294117647,NA
"8","A12ZSUQS35AIM4",0.941176470588235,0.882352941176471,0.823529411764706
"9","A1320NEHBNZ8FM",0.941176470588235,0.941176470588235,1
"10","A13FA7YOB3JAYN",0.882352941176471,0.941176470588235,NA
"11","A13LPB1S3H6X4G",0.294117647058824,NA,NA
"12","A13Z8G7A82NJIN",NA,NA,NA
"13","A14QUTGEXRV4R5",NA,NA,NA
"14","A14X9MMC9P7XI8",1,1,1
"15","A15X6O2JE40VGB",1,0.941176470588235,1
"16","A160ZTD45HEUM5",NA,NA,NA
"17","A1689Q1Z4NNDY6",NA,NA,NA
"18","A17VXAMGTXV1FL",0.941176470588235,0.882352941176471,0.941176470588235
"19","A18Q2TSYBDWQU1",0.941176470588235,0.941176470588235,NA
"20","A194R45ACMQEOR",0.0588235294117647,NA,NA
"21","A19D4RBBDRNCUB",0.941176470588235,0.823529411764706,0.823529411764706
"22","A1B2V27QSGPT6W",NA,NA,NA
"23","A1B54URWGA0WFB",NA,NA,NA
"24","A1BMDP2T330DY2",1,NA,NA
"25","A1C2LRGS40747I",0.705882352941177,NA,NA
"26","A1COU26U8QXCW9",0.941176470588235,NA,NA
"27","A1D1I8MXYZIXHW",1,NA,NA
"28","A1DWTWQBTQLI6I",NA,NA,NA
"29","A1E2K9Z2G98EDK",NA,NA,NA
"30","A1EG9WRMZL8IWK",0.941176470588235,0.882352941176471,0.941176470588235
"31","A1EOVMNNT8Q370",NA,0.176470588235294,0.176470588235294
"32","A1EV66QWCULDE5",1,1,NA
"33","A1F2QQ8D4373H1",NA,NA,NA
"34","A1GGKOIK97TZRS",NA,NA,NA
"35","A1HF64TV3AAOK6",1,0.882352941176471,NA
"36","A1HHOCO3ZZHCJZ",NA,NA,NA
"37","A1J0GU26323WVA",NA,NA,NA
"38","A1JALA705LS4VZ",0.705882352941177,0.941176470588235,NA
"39","A1JG0SJHUXT1FW",1,0.941176470588235,1
"40","A1KFTYQM1YKVOC",0.882352941176471,0.823529411764706,NA
"41","A1KRYIRDA2OOWC",NA,NA,NA
"42","A1KWFRKBCLPQXZ",0.529411764705882,0.294117647058824,NA
"43","A1KXYURHCYHKOL",0.882352941176471,0.941176470588235,0.705882352941177
"44","A1LEFMRDPX5FV",NA,NA,NA
"45","A1LF7EXQHHM40B",NA,NA,NA
"46","A1LHDU0RM0ZUZV",0.941176470588235,NA,NA
"47","A1LMVEWG8EJV5Q",0.882352941176471,1,NA
"48","A1ML5W7RBHQ0DQ",1,1,1
"49","A1NDM9R54FJMPW",NA,NA,NA
"50","A1NFJUYNV8Y9E3",1,0.882352941176471,1
"51","A1NYI79LUIBOTP",0.352941176470588,0.411764705882353,0.588235294117647
"52","A1O3FM0MCRSQIM",1,1,1
"53","A1O3ZRPQD7TVW5",0.941176470588235,0.705882352941177,NA
"54","A1OKCXYMNMCRMO",0.823529411764706,NA,NA
"55","A1PGRPL918T2GQ",1,0.705882352941177,NA
"56","A1Q1C5FVVYB2UX",0.647058823529412,0.588235294117647,0.588235294117647
"57","A1QEQOI98976S0",NA,NA,NA
"58","A1R2IY8ITXNPE4",0.941176470588235,NA,NA
"59","A1RO22O88I71FD",0.529411764705882,0.294117647058824,NA
"60","A1ROEDVMTO9Y3X",NA,NA,NA
"61","A1SNH45MEHBR5S",NA,NA,NA
"62","A1SZ9P1ZBKYJRM",0.764705882352941,NA,NA
"63","A1U7K5FH83GZJ1",0.941176470588235,0.882352941176471,0.941176470588235
"64","A1V6CLZZVH3PLU",0.941176470588235,0.941176470588235,0.882352941176471
"65","A1VDET148FIJWJ",1,1,1
"66","A1VJ4ZOXP9PUCP",0.941176470588235,0.941176470588235,0.882352941176471
"67","A1W5A8Z3JUZN7S",0.823529411764706,0.882352941176471,0.882352941176471
"68","A1X2NKJNHB1A5",0.941176470588235,0.705882352941177,NA
"69","A1XKHXJ8CMIX7N",0.823529411764706,0.705882352941177,NA
"70","A1Y7FXIV5IXZTT",0.882352941176471,NA,NA
"71","A1Z2XMXEZ1SEI6",0.882352941176471,0.823529411764706,0.529411764705882
"72","A1ZWIHLL87L507",0.823529411764706,NA,NA
"73","A200H4TX468LE",0.941176470588235,0.823529411764706,1
"74","A20UCVI4ST12GC",1,1,1
"75","A220N98XQJ75DA",NA,NA,NA
"76","A22GF3H0SU4ISE",0.941176470588235,0.823529411764706,0.764705882352941
"77","A22ND8360PZYO3",0.529411764705882,0.411764705882353,0.705882352941177
"78","A23XJ8I86R0O3B",0.941176470588235,0.882352941176471,1
"79","A24DSECWUBZC0Z",0.823529411764706,NA,NA
"80","A24KXOCL89WA1U",0.882352941176471,0.941176470588235,NA
"81","A2592UTCHSDXAY",NA,NA,NA
"82","A25GK6PV0R9QBO",0.941176470588235,0.882352941176471,NA
"83","A25X755IRWK2U5",0.941176470588235,0.941176470588235,NA
"84","A26OJ4TA28AFHC",0.882352941176471,0.941176470588235,NA
"85","A27IUQDZPHETTP",0.235294117647059,0.176470588235294,NA
"86","A27XE4YPBNHMK3",NA,NA,NA
"87","A28QM3564PH50Z",1,NA,NA
"88","A293Y9SY2ETQN5",0.235294117647059,NA,NA
"89","A298FAWY76NZA9",1,0.941176470588235,NA
"90","A29WJ1PEV6SB06",0.882352941176471,NA,NA
"91","A2AJLPNA8VP44S",0.705882352941177,NA,NA
"92","A2BEH9YQPHKP6A",NA,NA,NA
"93","A2C3C5E75XD165",NA,NA,NA
"94","A2CK566Z4YFO00",0.882352941176471,0.705882352941177,NA
"95","A2CSV75E3JT58Y",0.529411764705882,0.705882352941177,0.882352941176471
"96","A2EMWGAJBN1HGE",0.588235294117647,NA,NA
"97","A2EUSYNR52LAYT",0.647058823529412,0.705882352941177,NA
"98","A2FD9AKQ1G1FB6",NA,NA,NA
"99","A2FE7E2IZYQALC",0.705882352941177,0.764705882352941,0.764705882352941
"100","A2FL477TMKC91L",0.941176470588235,1,1
"101","A2FNTELAA1018G",0.235294117647059,NA,NA
"102","A2FW27RNKPQT0Y",1,0.941176470588235,NA
"103","A2GSSXKTPAEL6D",NA,NA,NA
"104","A2HPE1JESQR8L9",0.882352941176471,NA,NA
"105","A2IFPAX33G7JZJ",0.176470588235294,0.294117647058824,NA
"106","A2J92KPUWBO33J",0.941176470588235,0.882352941176471,1
"107","A2JHF7CU91EVXW",0.882352941176471,NA,NA
"108","A2JO52BHJMCRD8",0.764705882352941,0.647058823529412,NA
"109","A2K12Y7EY4S1IL",0.764705882352941,0.647058823529412,0.764705882352941
"110","A2L366NNL1YG5W",1,1,NA
"111","A2L4RO3TES1WIY",1,0.882352941176471,0.941176470588235
"112","A2LXTAVRLL8GY5",0.882352941176471,0.941176470588235,NA
"113","A2M4KEWDEE7LYY",0.764705882352941,NA,NA
"114","A2MLO81YDMGRKX",0.705882352941177,0.823529411764706,NA
"115","A2MRJX1DSC99Y9",0.705882352941177,NA,NA
"116","A2NQO3JAPV0MUQ",1,NA,NA
"117","A2OA40985FQ5OU",0.647058823529412,0.823529411764706,0.764705882352941
"118","A2PRF5G21RC5G3",0.647058823529412,NA,NA
"119","A2QIZ31TMHU0GD",0.294117647058824,0.117647058823529,NA
"120","A2QPMJ4GADLUW2",0.588235294117647,0.941176470588235,NA
"121","A2RQJBT7SZMBV7",0.823529411764706,0.882352941176471,0.882352941176471
"122","A2SC6UVH1MJ9OE",0.764705882352941,0.941176470588235,0.823529411764706
"123","A2T5YVU37RBCCP",0.529411764705882,0.588235294117647,0.647058823529412
"124","A2TNGZPWGNQLQ ",0.647058823529412,0.470588235294118,0.705882352941177
"125","A2U3723LKNMHAI",0.647058823529412,NA,NA
"126","A2UCY7PC4D4U9X",NA,NA,NA
"127","A2UTG9W67TP6HB",0.941176470588235,NA,NA
"128","A2V272VAW0GIPL",NA,NA,NA
"129","a2vxmri706cdgi",NA,NA,NA
"130","A2W3WLV6AU88B9",1,1,NA
"131","A2WN21UXDXCJY4",NA,NA,NA
